sRGBA,r,g,b,a
1,209,209,209,255
2,223,223,223,255
3,223,223,223,255
4,223,223,223,255
5,223,223,223,255
6,223,223,223,255
7,209,209,209,255
8,209,209,209,255
9,209,209,209,255
10,209,209,209,255
11,209,209,209,255
12,222,222,222,255
13,222,222,222,255
14,222,222,222,255
15,222,222,222,255
16,222,222,222,255
17,209,209,209,255
18,209,209,209,255
18,209,209,209,255
19,209,209,209,255
20,209,209,209,255
21,223,223,223,255
22,223,223,223,255
23,223,223,223,255
24,223,223,223,255
25,209,209,209,255
26,209,209,209,255
27,209,209,209,255
28,209,209,209,255
29,209,209,209,255
30,223,223,223,255
31,223,223,223,255
32,223,223,223,255
33,223,223,223,255
