sRGBA,r,g,b,a
1,222,222,222,255
2,235,235,235,255
3,235,235,235,255
4,235,235,235,255
5,235,235,235,255
6,235,235,235,255
7,222,222,222,255
8,222,222,222,255
9,222,222,222,255
10,222,222,222,255
11,222,222,222,255
12,234,234,234,255
13,234,234,234,255
14,234,234,234,255
15,234,234,234,255
16,234,234,234,255
17,222,222,222,255
18,222,222,222,255
19,222,222,222,255
20,222,222,222,255
21,222,222,222,255
22,235,235,235,255
23,235,235,235,255
24,235,235,235,255
25,235,235,235,255
26,222,222,222,255
27,222,222,222,255
28,222,222,222,255
29,222,222,222,255
30,222,222,222,255
31,235,235,235,255
32,235,235,235,255
33,235,235,235,255
34,235,235,235,255
