sRGBA,r,g,b,a
1,222,222,222,255
2,234,234,234,255
3,234,234,234,255
4,234,234,234,255
5,234,234,234,255
6,234,234,234,255
7,222,222,222,255
8,222,222,222,255
9,222,222,222,255
10,222,222,222,255
11,222,222,222,255
12,234,234,234,255
13,234,234,234,255
14,234,234,234,255
15,234,234,234,255
16,234,234,234,255
17,222,222,222,255
18,222,222,222,255
18,222,222,222,255
19,222,222,222,255
20,222,222,222,255
21,234,234,234,255
22,234,234,234,255
23,234,234,234,255
24,234,234,234,255
25,222,222,222,255
26,222,222,222,255
27,222,222,222,255
28,222,222,222,255
29,222,222,222,255
30,234,234,234,255
31,234,234,234,255
32,234,234,234,255
33,234,234,234,255
