sRGBA,r,g,b,a
1,108,108,108,255
2,138,138,138,255
3,138,138,138,255
4,138,138,138,255
5,138,138,138,255
6,138,138,138,255
7,108,108,108,255
8,108,108,108,255
9,108,108,108,255
10,108,108,108,255
11,108,108,108,255
12,136,136,136,255
13,136,136,136,255
14,136,136,136,255
15,136,136,136,255
16,136,136,136,255
17,108,108,108,255
18,108,108,108,255
18,108,108,108,255
19,108,108,108,255
20,108,108,108,255
21,138,138,138,255
22,138,138,138,255
23,138,138,138,255
24,138,138,138,255
25,108,108,108,255
26,108,108,108,255
27,108,108,108,255
28,108,108,108,255
29,108,108,108,255
30,138,138,138,255
31,138,138,138,255
32,138,138,138,255
33,138,138,138,255
