sRGBA,r,g,b,a
1,209,209,209,255
2,222,222,222,255
3,222,222,222,255
4,222,222,222,255
5,222,222,222,255
6,222,222,222,255
7,209,209,209,255
8,209,209,209,255
9,209,209,209,255
10,209,209,209,255
11,209,209,209,255
12,222,222,222,255
13,222,222,222,255
14,222,222,222,255
15,222,222,222,255
16,222,222,222,255
17,209,209,209,255
18,209,209,209,255
18,209,209,209,255
19,209,209,209,255
20,209,209,209,255
21,222,222,222,255
22,222,222,222,255
23,222,222,222,255
24,222,222,222,255
25,209,209,209,255
26,209,209,209,255
27,209,209,209,255
28,209,209,209,255
29,209,209,209,255
30,222,222,222,255
31,222,222,222,255
32,222,222,222,255
33,222,222,222,255
