sRGBA,r,g,b,a
1,222,222,222,255
2,234,234,234,255
3,222,222,222,255
4,234,234,234,255
5,222,222,222,255
6,234,234,234,255
7,222,222,222,255
8,234,234,234,255
9,234,234,234,255
10,234,234,234,255
11,234,234,234,255
12,234,234,234,255
13,234,234,234,255
14,234,234,234,255
15,234,234,234,255
16,234,234,234,255
17,234,234,234,255
18,234,234,234,255
19,234,234,234,255
20,234,234,234,255
21,234,234,234,255
22,234,234,234,255
23,234,234,234,255
24,234,234,234,255
25,234,234,234,255
26,234,234,234,255
27,234,234,234,255
28,234,234,234,255
29,234,234,234,255
30,234,234,234,255
31,234,234,234,255
32,234,234,234,255
