sRGBA,r,g,b,a
1,177,177,177,255
2,194,194,194,255
3,194,194,194,255
4,194,194,194,255
5,194,194,194,255
6,194,194,194,255
7,177,177,177,255
8,177,177,177,255
9,177,177,177,255
10,177,177,177,255
11,177,177,177,255
12,194,194,194,255
13,194,194,194,255
14,194,194,194,255
15,194,194,194,255
16,194,194,194,255
17,177,177,177,255
18,177,177,177,255
18,177,177,177,255
19,177,177,177,255
20,177,177,177,255
21,194,194,194,255
22,194,194,194,255
23,194,194,194,255
24,194,194,194,255
25,177,177,177,255
26,177,177,177,255
27,177,177,177,255
28,177,177,177,255
29,177,177,177,255
30,194,194,194,255
31,194,194,194,255
32,194,194,194,255
33,194,194,194,255
