sRGBA,r,g,b,a
1,231,231,231,255
2,243,243,243,255
3,243,243,243,255
4,243,243,243,255
5,243,243,243,255
6,243,243,243,255
7,231,231,231,255
8,231,231,231,255
9,231,231,231,255
10,231,231,231,255
11,231,231,231,255
12,243,243,243,255
13,243,243,243,255
14,243,243,243,255
15,243,243,243,255
16,243,243,243,255
17,231,231,231,255
18,231,231,231,255
19,231,231,231,255
20,231,231,231,255
21,231,231,231,255
22,243,243,243,255
23,243,243,243,255
24,243,243,243,255
25,243,243,243,255
26,231,231,231,255
27,231,231,231,255
28,231,231,231,255
29,231,231,231,255
30,231,231,231,255
31,243,243,243,255
32,243,243,243,255
33,243,243,243,255
34,243,243,243,255
