sRGBA,r,g,b,a
1,136,136,136,255
2,159,159,159,255
3,159,159,159,255
4,159,159,159,255
5,159,159,159,255
6,159,159,159,255
7,136,136,136,255
8,136,136,136,255
9,136,136,136,255
10,136,136,136,255
11,136,136,136,255
12,159,159,159,255
13,159,159,159,255
14,159,159,159,255
15,159,159,159,255
16,159,159,159,255
17,136,136,136,255
18,136,136,136,255
19,136,136,136,255
20,136,136,136,255
21,136,136,136,255
22,159,159,159,255
23,159,159,159,255
24,159,159,159,255
25,159,159,159,255
26,136,136,136,255
27,136,136,136,255
28,136,136,136,255
29,136,136,136,255
30,136,136,136,255
31,159,159,159,255
32,159,159,159,255
33,159,159,159,255
34,159,159,159,255
