sRGBA,r,g,b,a
1,64,64,64,255
2,108,108,108,255
3,108,108,108,255
4,108,108,108,255
5,108,108,108,255
6,108,108,108,255
7,64,64,64,255
8,64,64,64,255
9,64,64,64,255
10,64,64,64,255
11,64,64,64,255
12,108,108,108,255
13,108,108,108,255
14,108,108,108,255
15,108,108,108,255
16,108,108,108,255
17,64,64,64,255
18,64,64,64,255
19,64,64,64,255
20,64,64,64,255
21,64,64,64,255
22,108,108,108,255
23,108,108,108,255
24,108,108,108,255
25,108,108,108,255
26,64,64,64,255
27,64,64,64,255
28,64,64,64,255
29,64,64,64,255
30,64,64,64,255
31,108,108,108,255
32,108,108,108,255
33,108,108,108,255
34,108,108,108,255
