sRGBA,r,g,b,a
1,158,158,158,255
2,177,177,177,255
3,158,158,158,255
4,177,177,177,255
5,158,158,158,255
6,177,177,177,255
7,158,158,158,255
8,177,177,177,255
9,177,177,177,255
10,177,177,177,255
11,177,177,177,255
12,177,177,177,255
13,177,177,177,255
14,177,177,177,255
15,177,177,177,255
16,177,177,177,255
17,177,177,177,255
18,177,177,177,255
18,177,177,177,255
19,177,177,177,255
20,177,177,177,255
21,177,177,177,255
22,177,177,177,255
23,177,177,177,255
24,177,177,177,255
25,177,177,177,255
26,177,177,177,255
27,177,177,177,255
28,177,177,177,255
29,177,177,177,255
30,177,177,177,255
31,177,177,177,255
