sRGBA,r,g,b,a
1,79,72,133,255
2,149,34,68,255
3,17,89,89,255
4,139,50,50,255
5,128,22,169,255
6,158,5,81,255
7,17,89,89,255
8,17,89,89,255
9,17,89,89,255
10,17,89,89,255
11,17,89,89,255
12,17,89,89,255
13,17,89,89,255
14,17,89,89,255
15,17,89,89,255
16,17,89,89,255
17,17,89,89,255
18,17,89,89,255
18,17,89,89,255
19,17,89,89,255
20,17,89,89,255
21,17,89,89,255
22,17,89,89,255
23,17,89,89,255
24,17,89,89,255
25,17,89,89,255
26,17,89,89,255
27,17,89,89,255
28,17,89,89,255
29,17,89,89,255
30,17,89,89,255
31,17,89,89,255
