sRGBA,r,g,b,a
1,185,45,87,255
2,100,91,167,255
3,185,45,87,255
4,100,91,167,255
5,185,45,87,255
6,100,91,167,255
7,185,45,87,255
8,100,91,167,255
9,100,91,167,255
10,100,91,167,255
11,100,91,167,255
12,100,91,167,255
13,100,91,167,255
14,100,91,167,255
15,100,91,167,255
16,100,91,167,255
17,100,91,167,255
18,100,91,167,255
18,100,91,167,255
19,100,91,167,255
20,100,91,167,255
21,100,91,167,255
22,100,91,167,255
23,100,91,167,255
24,100,91,167,255
25,100,91,167,255
26,100,91,167,255
27,100,91,167,255
28,100,91,167,255
29,100,91,167,255
30,100,91,167,255
31,100,91,167,255
