sRGBA,r,g,b,a
1,197,9,102,255
2,163,29,204,255
3,197,9,102,255
4,163,29,204,255
5,197,9,102,255
6,163,29,204,255
7,197,9,102,255
8,163,29,204,255
9,163,29,204,255
10,163,29,204,255
11,163,29,204,255
12,163,29,204,255
13,163,29,204,255
14,163,29,204,255
15,163,29,204,255
16,163,29,204,255
17,163,29,204,255
18,163,29,204,255
19,163,29,204,255
20,163,29,204,255
21,163,29,204,255
22,163,29,204,255
23,163,29,204,255
24,163,29,204,255
25,163,29,204,255
26,163,29,204,255
27,163,29,204,255
28,163,29,204,255
29,163,29,204,255
30,163,29,204,255
31,163,29,204,255
32,163,29,204,255
