sRGBA,r,g,b,a
1,168,63,63,255
2,24,112,112,255
3,168,63,63,255
4,24,112,112,255
5,168,63,63,255
6,24,112,112,255
7,168,63,63,255
8,24,112,112,255
9,24,112,112,255
10,24,112,112,255
11,24,112,112,255
12,24,112,112,255
13,24,112,112,255
14,24,112,112,255
15,24,112,112,255
16,24,112,112,255
17,24,112,112,255
18,24,112,112,255
19,24,112,112,255
20,24,112,112,255
21,24,112,112,255
22,24,112,112,255
23,24,112,112,255
24,24,112,112,255
25,24,112,112,255
26,24,112,112,255
27,24,112,112,255
28,24,112,112,255
29,24,112,112,255
30,24,112,112,255
31,24,112,112,255
32,24,112,112,255
