sRGBA,r,g,b,a
1,168,63,63,255
2,24,112,112,255
3,168,63,63,255
4,168,63,63,255
5,168,63,63,255
6,168,63,63,255
7,168,63,63,255
8,168,63,63,255
9,168,63,63,255
10,168,63,63,255
11,168,63,63,255
12,24,112,112,255
13,168,63,63,255
14,168,63,63,255
15,168,63,63,255
16,168,63,63,255
17,168,63,63,255
18,168,63,63,255
19,168,63,63,255
20,168,63,63,255
21,168,63,63,255
22,24,112,112,255
23,168,63,63,255
24,168,63,63,255
25,168,63,63,255
26,168,63,63,255
27,168,63,63,255
28,168,63,63,255
29,168,63,63,255
30,168,63,63,255
31,24,112,112,255
32,168,63,63,255
33,168,63,63,255
34,168,63,63,255
