sRGBA,r,g,b,a
1,220,55,104,255
2,119,109,197,255
3,220,55,104,255
4,119,109,197,255
5,220,55,104,255
6,119,109,197,255
7,220,55,104,255
8,119,109,197,255
9,119,109,197,255
10,119,109,197,255
11,119,109,197,255
12,119,109,197,255
13,119,109,197,255
14,119,109,197,255
15,119,109,197,255
16,119,109,197,255
17,119,109,197,255
18,119,109,197,255
18,119,109,197,255
19,119,109,197,255
20,119,109,197,255
21,119,109,197,255
22,119,109,197,255
23,119,109,197,255
24,119,109,197,255
25,119,109,197,255
26,119,109,197,255
27,119,109,197,255
28,119,109,197,255
29,119,109,197,255
30,119,109,197,255
31,119,109,197,255
