sRGBA,r,g,b,a
1,111,3,57,255
2,92,13,123,255
3,111,3,57,255
4,111,3,57,255
5,111,3,57,255
6,111,3,57,255
7,111,3,57,255
8,111,3,57,255
9,111,3,57,255
10,111,3,57,255
11,111,3,57,255
12,92,13,123,255
13,111,3,57,255
14,111,3,57,255
15,111,3,57,255
16,111,3,57,255
17,111,3,57,255
18,111,3,57,255
18,111,3,57,255
19,111,3,57,255
20,111,3,57,255
21,92,13,123,255
22,111,3,57,255
23,111,3,57,255
24,111,3,57,255
25,111,3,57,255
26,111,3,57,255
27,111,3,57,255
28,111,3,57,255
29,111,3,57,255
30,92,13,123,255
31,111,3,57,255
32,111,3,57,255
33,111,3,57,255
