sRGBA,r,g,b,a
1,186,45,87,255
2,100,91,167,255
3,100,91,167,255
4,100,91,167,255
5,100,91,167,255
6,100,91,167,255
7,186,45,87,255
8,186,45,87,255
9,186,45,87,255
10,186,45,87,255
11,186,45,87,255
12,100,91,167,255
13,100,91,167,255
14,100,91,167,255
15,100,91,167,255
16,100,91,167,255
17,186,45,87,255
18,186,45,87,255
18,186,45,87,255
19,186,45,87,255
20,186,45,87,255
21,100,91,167,255
22,100,91,167,255
23,100,91,167,255
24,100,91,167,255
25,100,91,167,255
26,186,45,87,255
27,186,45,87,255
28,186,45,87,255
29,186,45,87,255
30,186,45,87,255
31,100,91,167,255
32,100,91,167,255
33,100,91,167,255
