sRGBA,r,g,b,a
1,228,13,121,255
2,190,37,248,255
3,228,13,121,255
4,228,13,121,255
5,228,13,121,255
6,228,13,121,255
7,228,13,121,255
8,228,13,121,255
9,228,13,121,255
10,228,13,121,255
11,228,13,121,255
12,190,37,248,255
13,228,13,121,255
14,228,13,121,255
15,228,13,121,255
16,228,13,121,255
17,228,13,121,255
18,228,13,121,255
19,228,13,121,255
20,228,13,121,255
21,228,13,121,255
22,190,37,248,255
23,228,13,121,255
24,228,13,121,255
25,228,13,121,255
26,228,13,121,255
27,228,13,121,255
28,228,13,121,255
29,228,13,121,255
30,228,13,121,255
31,190,37,248,255
32,228,13,121,255
33,228,13,121,255
34,228,13,121,255
