sRGBA,r,g,b,a
1,220,55,104,255
2,129,107,193,255
3,220,55,104,255
4,129,107,193,255
5,220,55,104,255
6,129,107,193,255
7,220,55,104,255
8,129,107,193,255
9,129,107,193,255
10,129,107,193,255
11,129,107,193,255
12,129,107,193,255
13,129,107,193,255
14,129,107,193,255
15,129,107,193,255
16,129,107,193,255
17,129,107,193,255
18,129,107,193,255
18,129,107,193,255
19,129,107,193,255
20,129,107,193,255
21,129,107,193,255
22,129,107,193,255
23,129,107,193,255
24,129,107,193,255
25,129,107,193,255
26,129,107,193,255
27,129,107,193,255
28,129,107,193,255
29,129,107,193,255
30,129,107,193,255
31,129,107,193,255
