sRGBA,r,g,b,a
1,100,34,34,255
2,9,63,63,255
3,100,34,34,255
4,100,34,34,255
5,100,34,34,255
6,100,34,34,255
7,100,34,34,255
8,100,34,34,255
9,100,34,34,255
10,100,34,34,255
11,100,34,34,255
12,9,63,63,255
13,100,34,34,255
14,100,34,34,255
15,100,34,34,255
16,100,34,34,255
17,100,34,34,255
18,100,34,34,255
19,100,34,34,255
20,100,34,34,255
21,100,34,34,255
22,9,63,63,255
23,100,34,34,255
24,100,34,34,255
25,100,34,34,255
26,100,34,34,255
27,100,34,34,255
28,100,34,34,255
29,100,34,34,255
30,100,34,34,255
31,9,63,63,255
32,100,34,34,255
33,100,34,34,255
34,100,34,34,255
