sRGBA,r,g,b,a
1,101,34,34,255
2,25,62,62,255
3,101,34,34,255
4,25,62,62,255
5,101,34,34,255
6,25,62,62,255
7,101,34,34,255
8,25,62,62,255
9,25,62,62,255
10,25,62,62,255
11,25,62,62,255
12,25,62,62,255
13,25,62,62,255
14,25,62,62,255
15,25,62,62,255
16,25,62,62,255
17,25,62,62,255
18,25,62,62,255
18,25,62,62,255
19,25,62,62,255
20,25,62,62,255
21,25,62,62,255
22,25,62,62,255
23,25,62,62,255
24,25,62,62,255
25,25,62,62,255
26,25,62,62,255
27,25,62,62,255
28,25,62,62,255
29,25,62,62,255
30,25,62,62,255
31,25,62,62,255
