sRGBA,r,g,b,a
1,173,64,64,255
2,24,112,112,255
3,173,64,64,255
4,173,64,64,255
5,173,64,64,255
6,173,64,64,255
7,173,64,64,255
8,173,64,64,255
9,173,64,64,255
10,173,64,64,255
11,173,64,64,255
12,24,112,112,255
13,173,64,64,255
14,173,64,64,255
15,173,64,64,255
16,173,64,64,255
17,173,64,64,255
18,173,64,64,255
19,173,64,64,255
20,173,64,64,255
21,173,64,64,255
22,24,112,112,255
23,173,64,64,255
24,173,64,64,255
25,173,64,64,255
26,173,64,64,255
27,173,64,64,255
28,173,64,64,255
29,173,64,64,255
30,173,64,64,255
31,24,112,112,255
32,173,64,64,255
33,173,64,64,255
34,173,64,64,255
