sRGBA,r,g,b,a
1,111,3,57,255
2,92,13,123,255
3,92,13,123,255
4,92,13,123,255
5,92,13,123,255
6,92,13,123,255
7,111,3,57,255
8,111,3,57,255
9,111,3,57,255
10,111,3,57,255
11,111,3,57,255
12,92,13,123,255
13,92,13,123,255
14,92,13,123,255
15,92,13,123,255
16,92,13,123,255
17,111,3,57,255
18,111,3,57,255
18,111,3,57,255
19,111,3,57,255
20,111,3,57,255
21,92,13,123,255
22,92,13,123,255
23,92,13,123,255
24,92,13,123,255
25,111,3,57,255
26,111,3,57,255
27,111,3,57,255
28,111,3,57,255
29,111,3,57,255
30,92,13,123,255
31,92,13,123,255
32,92,13,123,255
33,92,13,123,255
