sRGBA,r,g,b,a
1,233,13,122,255
2,193,36,241,255
3,233,13,122,255
4,193,36,241,255
5,233,13,122,255
6,193,36,241,255
7,233,13,122,255
8,193,36,241,255
9,193,36,241,255
10,193,36,241,255
11,193,36,241,255
12,193,36,241,255
13,193,36,241,255
14,193,36,241,255
15,193,36,241,255
16,193,36,241,255
17,193,36,241,255
18,193,36,241,255
19,193,36,241,255
20,193,36,241,255
21,193,36,241,255
22,193,36,241,255
23,193,36,241,255
24,193,36,241,255
25,193,36,241,255
26,193,36,241,255
27,193,36,241,255
28,193,36,241,255
29,193,36,241,255
30,193,36,241,255
31,193,36,241,255
32,193,36,241,255
