sRGBA,r,g,b,a
1,79,72,133,255
2,149,34,68,255
3,17,89,89,255
4,138,50,50,255
5,128,22,169,255
6,158,5,81,255
7,17,89,89,255
8,139,50,50,255
9,139,50,50,255
10,139,50,50,255
11,139,50,50,255
12,139,50,50,255
13,139,50,50,255
14,139,50,50,255
15,139,50,50,255
16,139,50,50,255
17,139,50,50,255
18,139,50,50,255
19,139,50,50,255
20,139,50,50,255
21,139,50,50,255
22,139,50,50,255
23,139,50,50,255
24,139,50,50,255
25,139,50,50,255
26,139,50,50,255
27,139,50,50,255
28,139,50,50,255
29,139,50,50,255
30,139,50,50,255
31,139,50,50,255
32,139,50,50,255
