sRGBA,r,g,b,a
1,186,45,87,255
2,108,89,163,255
3,186,45,87,255
4,108,89,163,255
5,186,45,87,255
6,108,89,163,255
7,186,45,87,255
8,108,89,163,255
9,108,89,163,255
10,108,89,163,255
11,108,89,163,255
12,108,89,163,255
13,108,89,163,255
14,108,89,163,255
15,108,89,163,255
16,108,89,163,255
17,108,89,163,255
18,108,89,163,255
18,108,89,163,255
19,108,89,163,255
20,108,89,163,255
21,108,89,163,255
22,108,89,163,255
23,108,89,163,255
24,108,89,163,255
25,108,89,163,255
26,108,89,163,255
27,108,89,163,255
28,108,89,163,255
29,108,89,163,255
30,108,89,163,255
31,108,89,163,255
