sRGBA,r,g,b,a
1,205,78,78,255
2,60,132,132,255
3,205,78,78,255
4,60,132,132,255
5,205,78,78,255
6,60,132,132,255
7,205,78,78,255
8,60,132,132,255
9,60,132,132,255
10,60,132,132,255
11,60,132,132,255
12,60,132,132,255
13,60,132,132,255
14,60,132,132,255
15,60,132,132,255
16,60,132,132,255
17,60,132,132,255
18,60,132,132,255
18,60,132,132,255
19,60,132,132,255
20,60,132,132,255
21,60,132,132,255
22,60,132,132,255
23,60,132,132,255
24,60,132,132,255
25,60,132,132,255
26,60,132,132,255
27,60,132,132,255
28,60,132,132,255
29,60,132,132,255
30,60,132,132,255
31,60,132,132,255
