sRGBA,r,g,b,a
1,205,78,78,255
2,60,132,132,255
3,60,132,132,255
4,60,132,132,255
5,60,132,132,255
6,60,132,132,255
7,205,78,78,255
8,205,78,78,255
9,205,78,78,255
10,205,78,78,255
11,205,78,78,255
12,60,132,132,255
13,60,132,132,255
14,60,132,132,255
15,60,132,132,255
16,60,132,132,255
17,205,78,78,255
18,205,78,78,255
18,205,78,78,255
19,205,78,78,255
20,205,78,78,255
21,60,132,132,255
22,60,132,132,255
23,60,132,132,255
24,60,132,132,255
25,205,78,78,255
26,205,78,78,255
27,205,78,78,255
28,205,78,78,255
29,205,78,78,255
30,60,132,132,255
31,60,132,132,255
32,60,132,132,255
33,60,132,132,255
