sRGBA,r,g,b,a
1,222,222,222,255
2,222,222,222,255
3,222,222,222,255
4,222,222,222,255
5,235,235,235,255
6,235,235,235,255
7,235,235,235,255
8,235,235,235,255
9,235,235,235,255
10,222,222,222,255
11,222,222,222,255
12,222,222,222,255
13,222,222,222,255
14,222,222,222,255
15,235,235,235,255
16,235,235,235,255
17,235,235,235,255
18,235,235,235,255
19,235,235,235,255
20,222,222,222,255
21,222,222,222,255
22,222,222,222,255
23,222,222,222,255
24,222,222,222,255
25,235,235,235,255
26,235,235,235,255
27,235,235,235,255
28,235,235,235,255
29,235,235,235,255
30,222,222,222,255
31,222,222,222,255
32,222,222,222,255
33,222,222,222,255
34,222,222,222,255
