sRGBA,r,g,b,a
1,177,177,177,255
2,177,177,177,255
3,177,177,177,255
4,177,177,177,255
5,195,195,195,255
6,211,211,211,255
7,177,177,177,255
8,177,177,177,255
9,177,177,177,255
10,177,177,177,255
11,177,177,177,255
12,177,177,177,255
13,177,177,177,255
14,177,177,177,255
15,211,211,211,255
16,195,195,195,255
17,177,177,177,255
18,177,177,177,255
19,177,177,177,255
20,177,177,177,255
21,177,177,177,255
22,177,177,177,255
23,177,177,177,255
24,177,177,177,255
25,195,195,195,255
26,211,211,211,255
27,195,195,195,255
28,177,177,177,255
29,177,177,177,255
30,177,177,177,255
31,177,177,177,255
32,177,177,177,255
33,177,177,177,255
34,177,177,177,255
