sRGBA,r,g,b,a
1,231,231,231,255
2,231,231,231,255
3,231,231,231,255
4,244,244,244,255
5,244,244,244,255
6,244,244,244,255
7,244,244,244,255
8,244,244,244,255
9,231,231,231,255
10,231,231,231,255
11,231,231,231,255
12,231,231,231,255
13,231,231,231,255
14,244,244,244,255
15,244,244,244,255
16,244,244,244,255
17,244,244,244,255
18,244,244,244,255
19,231,231,231,255
20,231,231,231,255
21,231,231,231,255
22,231,231,231,255
23,231,231,231,255
24,244,244,244,255
25,244,244,244,255
26,244,244,244,255
27,244,244,244,255
28,244,244,244,255
29,231,231,231,255
30,231,231,231,255
31,231,231,231,255
32,231,231,231,255
33,231,231,231,255
34,244,244,244,255
