sRGBA,r,g,b,a
1,222,222,222,255
2,222,222,222,255
3,222,222,222,255
4,222,222,222,255
5,235,235,235,255
6,248,248,248,255
7,222,222,222,255
8,222,222,222,255
9,222,222,222,255
10,222,222,222,255
11,222,222,222,255
12,222,222,222,255
13,222,222,222,255
14,222,222,222,255
15,248,248,248,255
16,235,235,235,255
17,222,222,222,255
18,222,222,222,255
19,222,222,222,255
20,222,222,222,255
21,222,222,222,255
22,222,222,222,255
23,222,222,222,255
24,222,222,222,255
25,235,235,235,255
26,248,248,248,255
27,235,235,235,255
28,222,222,222,255
29,222,222,222,255
30,222,222,222,255
31,222,222,222,255
32,222,222,222,255
33,222,222,222,255
34,222,222,222,255
