sRGBA,r,g,b,a
1,136,136,136,255
2,136,136,136,255
3,136,136,136,255
4,136,136,136,255
5,159,159,159,255
6,159,159,159,255
7,159,159,159,255
8,159,159,159,255
9,159,159,159,255
10,136,136,136,255
11,136,136,136,255
12,136,136,136,255
13,136,136,136,255
14,136,136,136,255
15,159,159,159,255
16,159,159,159,255
17,159,159,159,255
18,159,159,159,255
19,159,159,159,255
20,136,136,136,255
21,136,136,136,255
22,136,136,136,255
23,136,136,136,255
24,136,136,136,255
25,159,159,159,255
26,159,159,159,255
27,159,159,159,255
28,159,159,159,255
29,159,159,159,255
30,136,136,136,255
31,136,136,136,255
32,136,136,136,255
33,136,136,136,255
34,136,136,136,255
